id,name,district_id:id,tier_id:id,region_id:id,state_id:id,zip
pattoki_station_id,Pattoki,update_contact_kkn.district_kasur,tier_3,,,55300
atheel_pur_station_id,Atheel Pur,update_contact_kkn.district_kasur,tier_3,,,
bhai_pheru_station_id,Bhai Pheru,update_contact_kkn.district_kasur,tier_3,,,
bhoe_asal_station_id,Bhoe Asal,update_contact_kkn.district_kasur,tier_3,,,
chunian_station_id,Chunian,update_contact_kkn.district_kasur,tier_3,,,
elahabad_station_id,Elahabad,update_contact_kkn.district_kasur,tier_3,,,
kasur_station_id,Kasur,update_contact_kkn.district_kasur,tier_2,,,
khurian_khas_station_id,Khurian Khas,update_contact_kkn.district_kasur,tier_3,,,
kot_radha_kishan_station_id,Kot Radha Kishan,update_contact_kkn.district_kasur,tier_3,,,
mustafabad_station_id,Mustafabad,update_contact_kkn.district_kasur,tier_3,,,
usman_wala_station_id,Usman Wala,update_contact_kkn.district_kasur,tier_3,,,
ahdian_station_id,Ahdian,update_contact_kkn.district_sheikhupura,tier_3,,,
ajnia_wala_station_id,Ajnia Wala,update_contact_kkn.district_sheikhupura,,,,
akhtar_abad_station_id,Akhtar Abad,update_contact_kkn.district_okara,,,,
arif_wala_station_id,Arif Wala,update_contact_kkn.district_pakpattan,tier_3,,,
babakwal_station_id,Babakwal,update_contact_kkn.district_sheikhupura,,,,
bakhshu_station_id,Bakhshu,update_contact_kkn.district_okara,,,,
bama_bala_station_id,Bama Bala,update_contact_kkn.district_okara,,,,
basir_pur_station_id,Basir Pur,update_contact_kkn.district_okara,,,,
bhar_pura_station_id,Bhar Pura,update_contact_kkn.district_okara,,,,
bhikhy_station_id,Bhikhy,update_contact_kkn.district_sheikhupura,,,,
bhuman_shah_station_id,Bhuman Shah,update_contact_kkn.district_okara,,,,
bhutta_mohabbat_station_id,Bhutta Mohabbat,update_contact_kkn.district_okara,,,,
bonga_hayat_station_id,Bonga Hayat,update_contact_kkn.district_pakpattan,,,,
bonga_saleh_station_id,Bonga Saleh,update_contact_kkn.district_okara,,,,
bucheki_station_id,Bucheki,update_contact_kkn.district_nankana_sahib,tier_3,,,
burj_atari_station_id,Burj Atari,update_contact_kkn.district_sheikhupura,,,,
chak_100_-_a/6-r_station_id,Chak 100 - A/6-R,update_contact_kkn.district_sahiwal,,,,
chak_108/7-r_station_id,Chak 108/7-R,update_contact_kkn.district_sahiwal,,,,
chak_110/9-l_station_id,Chak 110/9-L,update_contact_kkn.district_sahiwal,,,,
chak_115/12-l_station_id,Chak 115/12-L,update_contact_kkn.district_sahiwal,,,,
chak_120/7_er_station_id,Chak 120/7 Er,update_contact_kkn.district_sahiwal,,,,
chak_121_eb_station_id,Chak 121 Eb,update_contact_kkn.district_pakpattan,,,,
chak_138/9-l_station_id,Chak 138/9-L,update_contact_kkn.district_sahiwal,,,,
chak_14/1_-l_station_id,Chak 14/1 -L,update_contact_kkn.district_okara,,,,
chak_140/9-l_(149/9-l)_station_id,Chak 140/9-L (149/9-L),update_contact_kkn.district_sahiwal,,,,
chak_145/9-l_station_id,Chak 145/9-L,update_contact_kkn.district_sahiwal,,,,
chak_149/eb_station_id,Chak 149/Eb,update_contact_kkn.district_pakpattan,,,,
chak_15_-sp_station_id,Chak 15 -Sp,update_contact_kkn.district_pakpattan,,,,
chak_166/9-l_station_id,Chak 166/9-L,update_contact_kkn.district_sahiwal,,,,
chak_168/9-l_station_id,Chak 168/9-L,update_contact_kkn.district_sahiwal,,,,
chak_174a/9l_station_id,Chak 174A/9L,update_contact_kkn.district_sahiwal,,,,
chak_176/9-l_station_id,Chak 176/9-L,update_contact_kkn.district_sahiwal,,,,
chak_22/sp_station_id,Chak 22/Sp,update_contact_kkn.district_pakpattan,,,,
chak_24-gd_station_id,Chak 24-Gd,update_contact_kkn.district_okara,,,,
chak_26/2-r_station_id,Chak 26/2-R,update_contact_kkn.district_okara,,,,
chak_32/1-al_station_id,Chak 32/1-Al,update_contact_kkn.district_okara,,,,
chak_34_/4-l_station_id,Chak 34 /4-L,update_contact_kkn.district_okara,,,,
chak_34/12-l_station_id,Chak 34/12-L,update_contact_kkn.district_sahiwal,,,,
chak_35/2-l_station_id,Chak 35/2-L,update_contact_kkn.district_okara,,,,
chak_353_eb_station_id,Chak 353 Eb,update_contact_kkn.district_pakpattan,,,,
chak_37/12-l_station_id,Chak 37/12-L,update_contact_kkn.district_sahiwal,,,,
chak_40/3-r_station_id,Chak 40/3-R,update_contact_kkn.district_okara,,,,
chak_40/d_station_id,Chak 40/D,update_contact_kkn.district_okara,,,,
chak_42/gd_station_id,Chak 42/Gd,update_contact_kkn.district_okara,,,,
chak_43/d_station_id,Chak 43/D,update_contact_kkn.district_okara,,,,
chak_45/12-l_station_id,Chak 45/12-L,update_contact_kkn.district_okara,,,,
chak_47/2-l_station_id,Chak 47/2-L,update_contact_kkn.district_okara,,,,
chak_51-eb_station_id,Chak 51-Eb,update_contact_kkn.district_pakpattan,,,,
chak_57/4-r_station_id,Chak 57/4-R,update_contact_kkn.district_sahiwal,,,,
chak_57/gd_station_id,Chak 57/Gd,update_contact_kkn.district_sahiwal,,,,
chak_5-gb_/_sahib_wala_station_id,Chak 5-Gb / Sahib Wala,update_contact_kkn.district_sheikhupura,,,,
chak_6_/_11-l_station_id,Chak 6 / 11-L,update_contact_kkn.district_sahiwal,,,,
chak_6/4-l_station_id,Chak 6/4-L,update_contact_kkn.district_okara,,,,
chak_60/5-l_(burj_wala)_station_id,Chak 60/5-L (Burj Wala),update_contact_kkn.district_sahiwal,,,,
chak_62/12-l_station_id,Chak 62/12-L,update_contact_kkn.district_sahiwal,,,,
chak_65/12-l_station_id,Chak 65/12-L,update_contact_kkn.district_sahiwal,,,,
chak_67/_eb_station_id,Chak 67/ Eb,update_contact_kkn.district_pakpattan,,,,
chak_67/5-l_(khemkot)_station_id,Chak 67/5-L (Khemkot),update_contact_kkn.district_sahiwal,,,,
chak_7/1-l_station_id,Chak 7/1-L,update_contact_kkn.district_okara,,,,
chak_71/4-r_station_id,Chak 71/4-R,update_contact_kkn.district_sahiwal,,,,
chak_77/5-l_station_id,Chak 77/5-L,update_contact_kkn.district_sahiwal,,,,
chak_8/11-l_station_id,Chak 8/11-L,update_contact_kkn.district_sahiwal,,,,
chak_8/1-ra_station_id,Chak 8/1-Ra,update_contact_kkn.district_okara,,,,
chak_82/12-l_station_id,Chak 82/12-L,update_contact_kkn.district_sahiwal,,,,
chak_90_more_station_id,Chak 90 More,update_contact_kkn.district_sahiwal,,,,
chak_93/9-l_station_id,Chak 93/9-L,update_contact_kkn.district_sahiwal,,,,
chak_94/12-l_station_id,Chak 94/12-L,update_contact_kkn.district_sahiwal,,,,
chak_99/12l_station_id,Chak 99/12L,update_contact_kkn.district_sahiwal,,,,
chak_char_rasala_station_id,Chak Char Rasala,update_contact_kkn.district_sheikhupura,,,,
chak_dal_varyam_station_id,Chak Dal Varyam,update_contact_kkn.district_pakpattan,,,,
chak_haidarabad_station_id,Chak Haidarabad,update_contact_kkn.district_sheikhupura,,,,
chak_jeven_shah_station_id,Chak Jeven Shah,update_contact_kkn.district_pakpattan,,,,
chak_pir_sadar_din_station_id,Chak Pir Sadar Din,update_contact_kkn.district_pakpattan,,,,
chak_shafi_station_id,Chak Shafi,update_contact_kkn.district_pakpattan,,,,
chand_pur_station_id,Chand Pur,update_contact_kkn.district_sheikhupura,,,,
chicha_watni_station_id,Chicha Watni,update_contact_kkn.district_sahiwal,tier_3,,,
chicho_ki_malian_station_id,Chicho Ki Malian,update_contact_kkn.district_sheikhupura,,,,
churasta_mian_khan_station_id,Churasta Mian Khan,update_contact_kkn.district_okara,,,,
dala_wahgah_station_id,Dala Wahgah,update_contact_kkn.district_sheikhupura,,,,
darbar_ghous_bala_pir_station_id,Darbar Ghous Bala Pir,update_contact_kkn.district_okara,,,,
darbar_kot_station_id,Darbar Kot,update_contact_kkn.district_sheikhupura,,,,
depalpur_station_id,Depalpur,update_contact_kkn.district_okara,tier_2,,,
dharowali_station_id,Dharowali,update_contact_kkn.district_sheikhupura,,,,
farooqabad_station_id,Farooqabad,update_contact_kkn.district_sheikhupura,tier_3,,,
feroze_watnan_station_id,Feroze Watnan,update_contact_kkn.district_sheikhupura,,,,
ghang_station_id,Ghang,update_contact_kkn.district_sheikhupura,,,,
gharyal_kalan_station_id,Gharyal Kalan,update_contact_kkn.district_sheikhupura,,,,
ghaziabad_station_id,Ghaziabad,update_contact_kkn.district_sahiwal,,,,
gogera_station_id,Gogera,update_contact_kkn.district_okara,,,,
gunjiana_nau_station_id,Gunjiana Nau,update_contact_kkn.district_sheikhupura,,,,
hanjili_station_id,Hanjili,update_contact_kkn.district_sheikhupura,,,,
harappa_city_station_id,Harappa City,update_contact_kkn.district_sahiwal,,,,
hardave_station_id,Hardave,update_contact_kkn.district_sheikhupura,,,,
haripur_station_id,Haripur,update_contact_kkn.district_sheikhupura,,,,
haveli_lakkah_station_id,Haveli Lakkah,update_contact_kkn.district_okara,tier_3,,,
hota_station_id,Hota,update_contact_kkn.district_pakpattan,,,,
hujra_s.muqeem_station_id,Hujra S.Muqeem,update_contact_kkn.district_okara,tier_3,,,
iqbal_nagar_station_id,Iqbal Nagar,update_contact_kkn.district_sahiwal,,,,
islam_pura_station_id,Islam Pura,update_contact_kkn.district_okara,,,,
jaboka_station_id,Jaboka,update_contact_kkn.district_okara,,,,
jaid_chak_station_id,Jaid Chak,update_contact_kkn.district_sheikhupura,,,,
jandial_sher_khan_station_id,Jandial Sher Khan,update_contact_kkn.district_sheikhupura,,,,
jhabran_station_id,Jhabran,update_contact_kkn.district_sheikhupura,,,,
juman_shah_station_id,Juman Shah,update_contact_kkn.district_pakpattan,,,,
kahan_singh_station_id,Kahan Singh,update_contact_kkn.district_pakpattan,,,,
kakar_gill_station_id,Kakar Gill,update_contact_kkn.district_sheikhupura,,,,
kamir_station_id,Kamir,update_contact_kkn.district_sahiwal,tier_3,,,
karkan_station_id,Karkan,update_contact_kkn.district_sheikhupura,,,,
karyal_station_id,Karyal,update_contact_kkn.district_sheikhupura,,,,
kassowal_station_id,Kassowal,update_contact_kkn.district_sahiwal,,,,
khairay_kalan_station_id,Khairay Kalan,update_contact_kkn.district_sheikhupura,,,,
khanka_dogran_station_id,Khanka Dogran,update_contact_kkn.district_sheikhupura,,,,
khokhar_pully_station_id,Khokhar Pully,update_contact_kkn.district_okara,,,,
kirto_pindori_station_id,Kirto Pindori,update_contact_kkn.district_sheikhupura,,,,
kot_abdullah_station_id,Kot Abdullah,update_contact_kkn.district_sheikhupura,,,,
kot_hussain_station_id,Kot Hussain,update_contact_kkn.district_sheikhupura,,,,
kot_pind_das_station_id,Kot Pind Das,update_contact_kkn.district_sheikhupura,,,,
lalianwala_station_id,Lalianwala,update_contact_kkn.district_okara,,,,
lasharian_station_id,Lasharian,update_contact_kkn.district_okara,,,,
malian_kalan_station_id,Malian Kalan,update_contact_kkn.district_sheikhupura,,,,
malka_hans_station_id,Malka Hans,update_contact_kkn.district_pakpattan,,,,
mana_wala_station_id,Mana Wala,update_contact_kkn.district_sheikhupura,,,,
mancharian_station_id,Mancharian,update_contact_kkn.district_okara,,,,
mandi_ahmadabad_station_id,Mandi Ahmadabad,update_contact_kkn.district_okara,,,,
mandi_dhaban_singh_station_id,Mandi Dhaban Singh,update_contact_kkn.district_sheikhupura,,,,
mandi_faizabad_station_id,Mandi Faizabad,update_contact_kkn.district_sheikhupura,,,,
mangoo_taroo_station_id,Mangoo Taroo,update_contact_kkn.district_sheikhupura,,,,
mangtan_wala_station_id,Mangtan Wala,update_contact_kkn.district_sheikhupura,,,,
marh_baluchan_station_id,Marh Baluchan,update_contact_kkn.district_sheikhupura,,,,
marrar-41_station_id,Marrar-41,update_contact_kkn.district_sheikhupura,,,,
mehta_suja_station_id,Mehta Suja,update_contact_kkn.district_sheikhupura,,,,
mirza_virkan_station_id,Mirza Virkan,update_contact_kkn.district_sheikhupura,,,,
mithan_bhittian_station_id,Mithan Bhittian,update_contact_kkn.district_okara,,,,
momen_station_id,Momen,update_contact_kkn.district_sheikhupura,,,,
mopalkey_station_id,Mopalkey,update_contact_kkn.district_okara,,,,
more_khunda_station_id,More Khunda,update_contact_kkn.district_sheikhupura,,,,
murad_pur_station_id,Murad Pur,update_contact_kkn.district_sheikhupura,,,,
nankana_sahib_station_id,Nankana Sahib,update_contact_kkn.district_sheikhupura,,,,
narang_mandi_station_id,Narang Mandi,update_contact_kkn.district_sheikhupura,,,,
nehran_wali_station_id,Nehran Wali,update_contact_kkn.district_okara,,,,
nikki_maneka_station_id,Nikki Maneka,update_contact_kkn.district_okara,,,,
nizam_pura_station_id,Nizam Pura,update_contact_kkn.district_sheikhupura,,,,
noor_shah_station_id,Noor Shah,update_contact_kkn.district_sahiwal,,,,
noul_plot_station_id,Noul Plot,update_contact_kkn.district_okara,,,,
okan_wala_banglow_station_id,Okan Wala Banglow,update_contact_kkn.district_sahiwal,,,,
district_okara_station_id,District_Okara,update_contact_kkn.district_okara,tier_2,,,
pacca_sidhar_station_id,Pacca Sidhar,update_contact_kkn.district_pakpattan,,,,
district_pakpattan_station_id,District_Pakpattan,update_contact_kkn.district_pakpattan,tier_3,,,
panwan_station_id,Panwan,update_contact_kkn.district_sheikhupura,,,,
pipli_pahar_station_id,Pipli Pahar,update_contact_kkn.district_okara,,,,
pir_ghani_station_id,Pir Ghani,update_contact_kkn.district_pakpattan,,,,
qabula_station_id,Qabula,update_contact_kkn.district_pakpattan,,,,
qadirabad_station_id,Qadirabad,update_contact_kkn.district_okara,,,,
qila_sattar_shah_station_id,Qila Sattar Shah,update_contact_kkn.district_sheikhupura,,,,
qila_sheikhupura_station_id,Qila Sheikhupura,update_contact_kkn.district_sheikhupura,,,,
rachand_station_id,Rachand,update_contact_kkn.district_sheikhupura,,,,
rajowal_station_id,Rajowal,update_contact_kkn.district_okara,,,,
rasool_pur_jattan_station_id,Rasool Pur Jattan,update_contact_kkn.district_sheikhupura,,,,
renala_khurd_station_id,Renala Khurd,update_contact_kkn.district_okara,,,,
rukan_pura_station_id,Rukan Pura,update_contact_kkn.district_okara,,,,
sahiwal_station_id,Sahiwal,update_contact_kkn.district_sahiwal,tier_3,,,
salowal_station_id,Salowal,update_contact_kkn.district_okara,,,,
sangla_hill_station_id,Sangla Hill,update_contact_kkn.district_sheikhupura,tier_3,,,
shah_kot_station_id,Shah Kot,update_contact_kkn.district_sheikhupura,tier_2,,,
sharaq_pur_station_id,Sharaq Pur,update_contact_kkn.district_sheikhupura,tier_3,,,
sheikh_tayyab_station_id,Sheikh Tayyab,update_contact_kkn.district_sahiwal,,,,
sher_garh_station_id,Sher Garh,update_contact_kkn.district_okara,,,,
siddan_wali_station_id,Siddan Wali,update_contact_kkn.district_sheikhupura,,,,
sikandar_chowk_station_id,Sikandar Chowk,update_contact_kkn.district_pakpattan,,,,
sirranwali_bhulair_station_id,Sirranwali Bhulair,update_contact_kkn.district_sheikhupura,,,,
sukhpur_station_id,Sukhpur,update_contact_kkn.district_okara,,,,
syed_wala_station_id,Syed Wala,update_contact_kkn.district_sheikhupura,,,,
tibbi_humboo_station_id,Tibbi Humboo,update_contact_kkn.district_sheikhupura,,,,
titran_wali_station_id,Titran Wali,update_contact_kkn.district_sheikhupura,,,,
vagrah_station_id,Vagrah,update_contact_kkn.district_sheikhupura,,,,
wakeel_wala_station_id,Wakeel Wala,update_contact_kkn.district_sheikhupura,,,,
wana_wala_station_id,Wana Wala,update_contact_kkn.district_okara,,,,
war_burton_station_id,War Burton,update_contact_kkn.district_sheikhupura,,,,
yousafwala_station_id,Yousafwala,update_contact_kkn.district_sahiwal,,,,
zamir_abad_station_id,Zamir Abad,update_contact_kkn.district_okara,,,,
adda_chak_214_tda_station_id,Adda Chak 214 Tda,update_contact_kkn.district_bhakkar,,,,
adda_jehan_khan_station_id,Adda Jehan Khan,update_contact_kkn.district_bhakkar,,,,
adda_pull_asif_station_id,Adda Pull Asif,update_contact_kkn.district_bhakkar,,,,
basti_bakhtawar_station_id,Basti Bakhtawar,update_contact_kkn.district_bhakkar,,,,
basti_mai_roshan/tiba_niana_station_id,Basti Mai Roshan/Tiba Niana,update_contact_kkn.district_bhakkar,,,,
behal_station_id,Behal,update_contact_kkn.district_bhakkar,,,,
bhakkar_station_id,Bhakkar,update_contact_kkn.district_bhakkar,,,,
chandni_chowk_station_id,Chandni Chowk,update_contact_kkn.district_bhakkar,,,,
cheena_station_id,Cheena,update_contact_kkn.district_bhakkar,,,,
darya_khan_station_id,Darya Khan,update_contact_kkn.district_bhakkar,,,,
dullawala_station_id,Dullawala,update_contact_kkn.district_bhakkar,,,,
haider_abad_thal_station_id,Haider Abad Thal,update_contact_kkn.district_bhakkar,,,,
haitoo_station_id,Haitoo,update_contact_kkn.district_bhakkar,,,,
hassan_wala_station_id,Hassan Wala,update_contact_kkn.district_bhakkar,,,,
kaloor_kot_station_id,Kaloor Kot,update_contact_kkn.district_bhakkar,,,,
kotla_jam_station_id,Kotla Jam,update_contact_kkn.district_bhakkar,,,,
mankera_station_id,Mankera,update_contact_kkn.district_bhakkar,,,,
jandanwala_station_id,Jandanwala,update_contact_kkn.district_bhakkar,,,,
raitri_station_id,Raitri,update_contact_kkn.district_bhakkar,,,,
saray_muhajir_station_id,Saray Muhajir,update_contact_kkn.district_bhakkar,,,,
chak_35/jb_station_id,Chak 35/Jb,update_contact_kkn.district_faisalabad,,,,
chak_373_gb_(khaldi)_station_id,Chak 373 Gb (Khaldi),update_contact_kkn.district_faisalabad,,,,
chak_374_gb_(zte)_station_id,Chak 374 Gb (Zte),update_contact_kkn.district_faisalabad,,,,
chak_380_gb_(larkian_wala)_station_id,Chak 380 Gb (Larkian Wala),update_contact_kkn.district_faisalabad,,,,
chak_401_gb_station_id,Chak 401 Gb,update_contact_kkn.district_faisalabad,,,,
chak_405_gb_(zte)_station_id,Chak 405 Gb (Zte),update_contact_kkn.district_faisalabad,,,,
chak_43/jb_(peruana)_station_id,Chak 43/Jb (Peruana),update_contact_kkn.district_faisalabad,,,,
chak_441_gb_(zte)_station_id,Chak 441 Gb (Zte),update_contact_kkn.district_faisalabad,,,,
chak_447gb_(kake_wal)_station_id,Chak 447Gb (Kake Wal),update_contact_kkn.district_faisalabad,,,,
chak_45_gb_(apl)_station_id,Chak 45 Gb (Apl),update_contact_kkn.district_faisalabad,,,,
chak_479_gb_zte_station_id,Chak 479 Gb Zte,update_contact_kkn.district_faisalabad,,,,
chak_483_gb_(zte)_station_id,Chak 483 Gb (Zte),update_contact_kkn.district_faisalabad,,,,
chak_492_gb_station_id,Chak 492 Gb,update_contact_kkn.district_faisalabad,,,,
chak_51_gb/khushpur_station_id,Chak 51 Gb/Khushpur,update_contact_kkn.district_faisalabad,,,,
chak_528_gb_(manpur)_station_id,Chak 528 Gb (Manpur),update_contact_kkn.district_faisalabad,,,,
chak_53_jb_station_id,Chak 53 Jb,update_contact_kkn.district_faisalabad,,,,
chak_56_gb_station_id,Chak 56 Gb,update_contact_kkn.district_faisalabad,,,,
chak_56_rb_(sarhali)_station_id,Chak 56 Rb (Sarhali),update_contact_kkn.district_faisalabad,,,,
chak_566_gb_station_id,Chak 566 Gb,update_contact_kkn.district_faisalabad,,,,
chak_569_gb_(natha_wala)_station_id,Chak 569 Gb (Natha Wala),update_contact_kkn.district_faisalabad,,,,
chak_583_gb_station_id,Chak 583 Gb,update_contact_kkn.district_faisalabad,,,,
chak_594_station_id,Chak 594,update_contact_kkn.district_faisalabad,,,,
chak_607_gb_station_id,Chak 607 Gb,update_contact_kkn.district_faisalabad,,,,
chak_611_gb_(zte)_station_id,Chak 611 Gb (Zte),update_contact_kkn.district_faisalabad,,,,
chak_625_gb_station_id,Chak 625 Gb,update_contact_kkn.district_faisalabad,,,,
chak_630_gb/jalib_dulchian_station_id,Chak 630 Gb/Jalib Dulchian,update_contact_kkn.district_faisalabad,,,,
chak_644_gb_station_id,Chak 644 Gb,update_contact_kkn.district_faisalabad,,,,
chak_72/gb_(gaddian)_station_id,Chak 72/Gb (Gaddian),update_contact_kkn.district_faisalabad,,,,
chak_82/85_gb_(manpur)_station_id,Chak 82/85 Gb (Manpur),update_contact_kkn.district_faisalabad,,,,
chak_91/92_rb_station_id,Chak 91/92 Rb,update_contact_kkn.district_faisalabad,,,,
chak_93_gb_station_id,Chak 93 Gb,update_contact_kkn.district_faisalabad,,,,
chak_jhumra_(e10b)_station_id,Chak Jhumra (E10B),update_contact_kkn.district_faisalabad,,,,
chak_jhumra_(zte)_station_id,Chak Jhumra (Zte),update_contact_kkn.district_faisalabad,,,,
chakoo_more_station_id,Chakoo More,update_contact_kkn.district_faisalabad,,,,
dalowal_station_id,Dalowal,update_contact_kkn.district_faisalabad,,,,
dijkot_(chak_263_rb)_station_id,Dijkot (Chak 263 Rb),update_contact_kkn.district_faisalabad,,,,
faisalabad_station_id,Faisalabad,update_contact_kkn.district_faisalabad,tier_2,,,
garh_fateh_shah_station_id,Garh Fateh  Shah,update_contact_kkn.district_faisalabad,,,,
gatt_wala__station_id,Gatt Wala ,update_contact_kkn.district_faisalabad,,,,
gujjar_pind_(chak_217_gb)_station_id,Gujjar Pind (Chak 217 Gb),update_contact_kkn.district_faisalabad,,,,
jalandhar_(chak_267_rb)_station_id,Jalandhar (Chak 267 Rb),update_contact_kkn.district_faisalabad,,,,
jaranwala_station_id,Jaranwala,update_contact_kkn.district_faisalabad,tier_3,,,
jasuana_(chak_24_gb)_station_id,Jasuana (Chak 24 Gb),update_contact_kkn.district_faisalabad,,,,
jawadi_(chak_78_jb)_station_id,Jawadi (Chak 78 Jb),update_contact_kkn.district_faisalabad,,,,
jhamra_station_id,Jhamra,update_contact_kkn.district_faisalabad,,,,
jhok_sami_(chak_363_gb)_station_id,Jhok Sami (Chak 363 Gb),update_contact_kkn.district_faisalabad,,,,
jhoke_ditta_(chak_433_gb)_station_id,Jhoke Ditta (Chak 433 Gb),update_contact_kkn.district_faisalabad,,,,
johal_station_id,Johal,update_contact_kkn.district_faisalabad,,,,
kanian_banglow_(chak_166_gb)_station_id,Kanian Banglow (Chak 166 Gb),update_contact_kkn.district_faisalabad,,,,
kanjwani_(chak_541_gb)_station_id,Kanjwani (Chak 541 Gb),update_contact_kkn.district_faisalabad,,,,
karim_town_fa_station_id,Karim Town  Fa,update_contact_kkn.district_faisalabad,,,,
khan_wana_(chak_239/rb)_station_id,Khan Wana (Chak 239/Rb),update_contact_kkn.district_faisalabad,,,,
khidar_wala_(chak_203_gb)_station_id,Khidar Wala (Chak 203 Gb),update_contact_kkn.district_faisalabad,,,,
khurrian_wala_station_id,Khurrian Wala,update_contact_kkn.district_faisalabad,,,,
killian_wala_station_id,Killian Wala,update_contact_kkn.district_faisalabad,,,,
makkuana_station_id,Makkuana,update_contact_kkn.district_faisalabad,,,,
malan_gondian_(chak_273_jb)_station_id,Malan Gondian (Chak 273 Jb),update_contact_kkn.district_faisalabad,,,,
mamun_kanjan_station_id,Mamun Kanjan,update_contact_kkn.district_faisalabad,,,,
millat_town_fa_station_id,Millat Town Fa,update_contact_kkn.district_faisalabad,,,,
murid_wala_station_id,Murid Wala,update_contact_kkn.district_faisalabad,tier_3,,,
nara_dada_(chak_228_gb)_station_id,Nara Dada (Chak 228 Gb),update_contact_kkn.district_faisalabad,,,,
narwala_station_id,Narwala,update_contact_kkn.district_faisalabad,,,,
nulka_adda/nalkewala_station_id,Nulka Adda/Nalkewala,update_contact_kkn.district_faisalabad,,,,
pansera_station_id,Pansera,update_contact_kkn.district_faisalabad,,,,
pharang_(chak_126_rb)_station_id,Pharang (Chak 126 Rb),update_contact_kkn.district_faisalabad,,,,
pindi_sheikh_musa_station_id,Pindi Sheikh Musa,update_contact_kkn.district_faisalabad,,,,
pull_piran_(chak_596_gb)_station_id,Pull Piran (Chak 596 Gb),update_contact_kkn.district_faisalabad,,,,
ramdawali_station_id,Ramdawali,update_contact_kkn.district_faisalabad,,,,
rasool_nagar_(chak_192)_station_id,Rasool Nagar (Chak 192),update_contact_kkn.district_faisalabad,tier_3,,,
rehmay_shah_(chak_452_gb)_station_id,Rehmay Shah (Chak 452 Gb),update_contact_kkn.district_faisalabad,,,,
rodala_road_(chak_283_gb)_station_id,Rodala Road (Chak 283 Gb),update_contact_kkn.district_faisalabad,,,,
sadhar_(67_jb)_station_id,Sadhar (67 Jb),update_contact_kkn.district_faisalabad,,,,
said_wala_(chak_98_gb)_station_id,Said Wala (Chak 98 Gb),update_contact_kkn.district_faisalabad,,,,
sammundri_(zte)_station_id,Sammundri  (Zte),update_contact_kkn.district_faisalabad,,,,
sammundri-ii_station_id,Sammundri-Ii,update_contact_kkn.district_faisalabad,,,,
satiana_station_id,Satiana,update_contact_kkn.district_faisalabad,,,,
shajwal_(chak_172_gb)_station_id,Shajwal (Chak 172 Gb),update_contact_kkn.district_faisalabad,,,,
tandlian_wali_station_id,Tandlian Wali,update_contact_kkn.district_faisalabad,,,,
thikri_wala_station_id,Thikri Wala,update_contact_kkn.district_faisalabad,,,,
zafarwala_(chak_562_gb)_station_id,Zafarwala (Chak 562 Gb),update_contact_kkn.district_faisalabad,,,,
chak_35/jb_station_id,Chak 35/Jb,update_contact_kkn.district_faisalabad,,,,
chak_373_gb_(khaldi)_station_id,Chak 373 Gb (Khaldi),update_contact_kkn.district_faisalabad,,,,
chak_374_gb_(zte)_station_id,Chak 374 Gb (Zte),update_contact_kkn.district_faisalabad,,,,
chak_380_gb_(larkian_wala)_station_id,Chak 380 Gb (Larkian Wala),update_contact_kkn.district_faisalabad,,,,
chak_401_gb_station_id,Chak 401 Gb,update_contact_kkn.district_faisalabad,,,,
chak_405_gb_(zte)_station_id,Chak 405 Gb (Zte),update_contact_kkn.district_faisalabad,,,,
chak_43/jb_(peruana)_station_id,Chak 43/Jb (Peruana),update_contact_kkn.district_faisalabad,,,,
chak_441_gb_(zte)_station_id,Chak 441 Gb (Zte),update_contact_kkn.district_faisalabad,,,,
chak_447gb_(kake_wal)_station_id,Chak 447Gb (Kake Wal),update_contact_kkn.district_faisalabad,,,,
chak_45_gb_(apl)_station_id,Chak 45 Gb (Apl),update_contact_kkn.district_faisalabad,,,,
chak_479_gb_zte_station_id,Chak 479 Gb Zte,update_contact_kkn.district_faisalabad,,,,
chak_483_gb_(zte)_station_id,Chak 483 Gb (Zte),update_contact_kkn.district_faisalabad,,,,
chak_492_gb_station_id,Chak 492 Gb,update_contact_kkn.district_faisalabad,,,,
chak_51_gb/khushpur_station_id,Chak 51 Gb/Khushpur,update_contact_kkn.district_faisalabad,,,,
chak_528_gb_(manpur)_station_id,Chak 528 Gb (Manpur),update_contact_kkn.district_faisalabad,,,,
chak_53_jb_station_id,Chak 53 Jb,update_contact_kkn.district_faisalabad,,,,
chak_56_gb_station_id,Chak 56 Gb,update_contact_kkn.district_faisalabad,,,,
chak_56_rb_(sarhali)_station_id,Chak 56 Rb (Sarhali),update_contact_kkn.district_faisalabad,,,,
chak_566_gb_station_id,Chak 566 Gb,update_contact_kkn.district_faisalabad,,,,
chak_569_gb_(natha_wala)_station_id,Chak 569 Gb (Natha Wala),update_contact_kkn.district_faisalabad,,,,
chak_583_gb_station_id,Chak 583 Gb,update_contact_kkn.district_faisalabad,,,,
chak_594_station_id,Chak 594,update_contact_kkn.district_faisalabad,,,,
chak_607_gb_station_id,Chak 607 Gb,update_contact_kkn.district_faisalabad,,,,
chak_611_gb_(zte)_station_id,Chak 611 Gb (Zte),update_contact_kkn.district_faisalabad,,,,
chak_625_gb_station_id,Chak 625 Gb,update_contact_kkn.district_faisalabad,,,,
chak_630_gb/jalib_dulchian_station_id,Chak 630 Gb/Jalib Dulchian,update_contact_kkn.district_faisalabad,,,,
